設備ID,発電事業者名,代表者名,事業者の住所,事業者の電話番号,発電設備区分,発電出力（kW）,発電設備の所在地,他の筆数,太陽電池の合計出力（kW）,新規認定日,運転開始報告年月,パワーコンディショナーの自立運転機能の有無,給電用コンセントの有無,廃棄費用の積立方法,廃棄費用の積立状況,調達期間終了年月
A788323E25,株式会社　Ｅテックス,武智　淳一,城陽市平川浜道裏２７－９,0774-52-6394,太陽光,40.0,滋賀県高島市マキノ町西浜字竹ノ町１１９２－１（番地未確定）,0,49.9,12月24日2013年,2014年8月,-,-,外部積立て,-,2034年6月
A788324E25,機能開発ラボ株式会社,吉川　正明,城陽市市辺北垣内８－１,0774-52-0220,太陽光,40.0,滋賀県高島市マキノ町西浜字竹ノ町１１９２－１（番地未確定）,0,49.9,12月24日2013年,2014年8月,-,-,外部積立て,-,2034年6月
A788326E25,株式会社　Ｅテックス,武智　淳一,城陽市平川浜道裏２７－９,0774-52-6394,太陽光,40.0,滋賀県高島市マキノ町西浜字竹ノ町１１９２－１（番地未確定）,0,49.9,12月24日2013年,2014年8月,-,-,外部積立て,-,2034年6月
A788327E25,吉川　正規,,,,太陽光,40.0,滋賀県高島市マキノ町西浜字竹ノ町１１９２－１（番地未確定）,0,49.9,12月24日2013年,2014年8月,-,-,外部積立て,-,2034年6月
A788328E25,株式会社　Ｅテックス,武智　淳一,城陽市平川浜道裏２７－９,0774-52-6394,太陽光,40.0,滋賀県高島市マキノ町西浜字竹ノ町１１９２－１（番地未確定）,0,49.9,12月24日2013年,2014年8月,-,-,外部積立て,-,2034年7月
A788341E25,大阪漁具株式会社,道中　廣茂,摂津市一津屋３－１３－１,06-6349-6545,太陽光,38.3,滋賀県大津市苗鹿２－５３,0,38.3,1月6日2014年,2014年8月,-,-,外部積立て,-,2034年6月
A788342E25,大阪漁具株式会社,道中　廣茂,摂津市一津屋３－１３－１,06-6349-6545,太陽光,38.3,滋賀県大津市苗鹿２‐５３,0,38.3,1月6日2014年,2014年8月,-,-,外部積立て,-,2034年6月
A788343E25,大阪漁具株式会社,道中　廣茂,摂津市一津屋３－１３－１,06-6349-6545,太陽光,28.3,滋賀県大津市苗鹿２‐５３,0,28.3,1月6日2014年,2014年8月,-,-,外部積立て,-,2034年6月
A788344E25,大阪漁具株式会社,道中　廣茂,摂津市一津屋３－１３－１,06-6349-6545,太陽光,29.1,滋賀県大津市苗鹿２‐５３,0,29.1,1月6日2014年,2014年8月,-,-,外部積立て,-,2034年6月
A788345E25,大阪漁具株式会社,道中　廣茂,摂津市一津屋３－１３－１,06-6349-6545,太陽光,38.3,滋賀県大津市苗鹿２‐５３,0,38.3,1月6日2014年,2014年8月,-,-,外部積立て,-,2034年6月
A788437E25,中川　良治,,,,太陽光,23.5,滋賀県甲賀市水口町北脇９０６,0,25.2,1月6日2014年,2014年3月,-,-,外部積立て,-,2034年2月
A788961E25,株式会社　松岡興産,松岡　忠司,甲賀市水口町水口３２０８番地,0748-62-0013,太陽光,39.2,滋賀県甲賀市水口町水口古城が丘６４３－１４,0,39.2,1月8日2014年,2016年4月,-,-,外部積立て,-,2036年2月
A789051E25,有限会社　中島産業,中島　正和,守山市山賀町３３９,077-585-1521,太陽光,20.3,滋賀県守山市山賀町３３９,0,22.7,1月8日2014年,2014年5月,-,-,外部積立て,-,2034年3月
A789090E25,西川　裕介,,,,太陽光,26.7,滋賀県彦根市高宮町３０６４,0,30.1,1月8日2014年,2014年5月,-,-,外部積立て,-,2034年3月
A790005E25,株式会社ＩＨＩインフラ建設,代表取締役社長　小島治久,東近江市五個荘小幡町５５－３,03-3699-2790,太陽光,20.0,滋賀県東近江市五個荘小幡町５５－３,0,20.0,1月9日2014年,2014年3月,-,-,外部積立て,-,2034年1月
A790007E25,簑原　薫,,,,太陽光,45.0,滋賀県甲賀市甲賀町五反田字只星１２２,0,45.0,1月9日2014年,2014年11月,-,-,外部積立て,-,2034年9月
A790008E25,アイ・メディカ株式会社,佐野　裕子,渋谷区東４－６－１２,,太陽光,45.0,滋賀県甲賀市甲賀町五反田字只星１２２,0,49.0,1月9日2014年,2014年11月,-,-,外部積立て,-,2034年9月
A790009E25,アイ・メディカ株式会社,佐野　裕子,渋谷区東４－６－１２,,太陽光,45.0,滋賀県甲賀市甲賀町五反田字只星１２３,0,49.0,1月9日2014年,2014年11月,-,-,外部積立て,-,2034年9月
A790012E25,横山通信株式会社,横山　敏行,名古屋市守山区下志段味風越１９９３－２,052-718-8691,太陽光,45.0,滋賀県甲賀市甲賀町五反田字只星１２３,0,45.0,1月9日2014年,2014年11月,-,-,外部積立て,-,2034年9月
A790013E25,西田　理,,,,太陽光,45.0,滋賀県甲賀市甲賀町五反田字只星１２３,0,45.0,1月9日2014年,2014年11月,-,-,外部積立て,-,2034年9月
A790018E25,横山　睦美,,,,太陽光,22.0,滋賀県大津市園山２丁目字園山２０－２４,0,22.0,1月9日2014年,2015年12月,-,-,外部積立て,-,2035年10月
A790042E25,藤澤　作治,,,,太陽光,49.5,滋賀県蒲生郡日野町迫２２４３,0,57.6,1月9日2014年,2016年2月,-,-,外部積立て,-,2035年12月
A790044E25,馬場　賢一郎,,,,太陽光,49.9,滋賀県彦根市高宮町２５６１（東側）,0,51.0,1月9日2014年,2014年5月,-,-,外部積立て,-,2034年3月
A790046E25,馬場　賢一郎,,,,太陽光,49.9,滋賀県彦根市高宮町２５６１（西側）,0,51.0,1月9日2014年,2014年5月,-,-,外部積立て,-,2034年3月
A790152E25,株式会社　ｆ－プランニング,池田　定夫,愛知郡愛荘町安孫子７１０,0749-37-2266,太陽光,49.5,滋賀県愛知郡愛荘町香之庄４７４－１,0,56.1,1月9日2014年,2014年7月,-,-,外部積立て,-,2034年5月
A790224E25,池本　鉄士,,,,太陽光,46.0,滋賀県甲賀市信楽町宮町２１６０－４,0,46.0,1月9日2014年,2014年3月,-,-,外部積立て,-,2034年1月
A790239E25,園　貴行,,,,太陽光,37.0,滋賀県大津市南滋賀町９７６－１,0,37.0,1月9日2014年,2014年4月,-,-,外部積立て,-,2034年2月
A790240E25,園　貴行,,,,太陽光,35.5,滋賀県大津市南志賀２－９２１－１北,0,35.5,1月9日2014年,2014年5月,-,-,外部積立て,-,2034年4月
A790241E25,園　貴行,,,,太陽光,35.2,滋賀県大津市南志賀２－９２１－１　南,0,35.2,1月9日2014年,2014年5月,-,-,外部積立て,-,2034年4月
A790315E25,和田　昇,,,,太陽光,40.0,滋賀県彦根市高宮町３０２８－１,0,41.0,1月9日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A790337E25,守村　麻子,,,,太陽光,31.5,滋賀県蒲生郡日野町松尾菰池９５８,0,40.0,1月9日2014年,2014年5月,-,-,外部積立て,-,2034年4月
A790344E25,株式会社　大島組,代表取締役　大島　孝美,蒲生郡日野町西大路１３６４－２,0748-52-1640,太陽光,25.7,滋賀県蒲生郡日野町西大路１３６４－２,0,26.0,1月9日2014年,2014年4月,-,-,外部積立て,-,2034年2月
A790367E25,池田　真由美,,,,太陽光,29.7,滋賀県高島市新旭町針江字川北１４３２－１４０,0,32.5,1月9日2014年,2014年8月,-,-,外部積立て,-,2034年6月
A790410E25,内林　愛子,,,,太陽光,30.0,滋賀県湖南市柑子袋前田１４２－１,0,35.1,1月9日2014年,2014年9月,-,-,外部積立て,-,2034年7月
A790425E25,東澤自動車工業株式会社,東澤　芳光,甲賀市水口町泉３２８－３,0748-63-0860,太陽光,44.0,滋賀県甲賀市水口町泉３２８－３,0,48.7,1月9日2014年,2014年7月,-,-,外部積立て,-,2034年5月
A790432E25,矢船　直人,,,,太陽光,39.6,滋賀県東近江市きぬがさ町１０１４－１,1,43.6,1月9日2014年,2015年6月,-,-,外部積立て,-,2035年4月
A790433E25,花田　直季,,,,太陽光,39.6,滋賀県東近江市きぬがさ町１０１４－１,1,43.6,1月9日2014年,2015年6月,-,-,外部積立て,-,2035年4月
A790434E25,有限会社センシュウ,小島　秀義,岸和田市三田町２３３－６　ＳＧビル,,太陽光,39.6,滋賀県東近江市きぬがさ町１０１４－１,1,43.6,1月9日2014年,2015年6月,-,-,外部積立て,-,2035年4月
A790450E25,有限会社　昭英工業,池田英夫,東近江市愛東外町６６１,0749-46-1115,太陽光,49.5,滋賀県東近江市愛東外町１０９２,0,49.5,1月9日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A790451E25,有限会社　昭英工業,池田英夫,東近江市愛東外町６６１,0749-46-1115,太陽光,49.5,滋賀県東近江市愛東外町１０９２,0,49.5,1月9日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A790550E25,上田　守,,,,太陽光,39.6,滋賀県彦根市森堂町１５３,0,42.8,1月9日2014年,2014年5月,-,-,外部積立て,-,2034年3月
A790600E25,株式会社　開伸,橋本　忠,長浜市西上坂町１０１３－１,0749-68-0870,太陽光,42.6,滋賀県長浜市西上坂９５９－１,0,47.3,1月9日2014年,2014年7月,-,-,外部積立て,-,2034年4月
A790601E25,株式会社　開伸,橋本　忠,長浜市西上坂町１０１３－１,0749-68-0870,太陽光,29.6,滋賀県長浜市西上坂９５９－２,0,31.9,1月9日2014年,2014年7月,-,-,外部積立て,-,2034年4月
A790614E25,株式会社　松吉土地,松吉　成樹,近江八幡市西本郷町西７－１,0748-38-4166,太陽光,29.7,滋賀県東近江市五個荘簗瀬字上川原３７－２,0,31.9,1月9日2014年,2015年3月,-,-,外部積立て,-,2035年1月
A790615E25,株式会社　松吉土地,松吉　成樹,近江八幡市西本郷町西７－１,0748-38-4166,太陽光,31.9,滋賀県東近江市五個荘簗瀬字上川原９５,0,33.2,1月9日2014年,2015年11月,-,-,外部積立て,-,2035年9月
A790618E25,株式会社　松吉土地,松吉　成樹,近江八幡市西本郷町西７－１,0748-38-4166,太陽光,47.8,滋賀県東近江市下中野町字下波８４１（番地未確定）,0,49.7,1月9日2014年,2014年10月,-,-,外部積立て,-,2034年8月
A790619E25,株式会社　松吉土地,松吉　成樹,近江八幡市西本郷町西７－１,0748-38-4166,太陽光,47.8,滋賀県東近江市下中野町字下波８４１（番地未確定）,0,49.7,1月9日2014年,2014年10月,-,-,外部積立て,-,2034年8月
A790620E25,株式会社　松吉土地,松吉　成樹,近江八幡市西本郷町西７－１,0748-38-4166,太陽光,48.0,滋賀県東近江市下中野町字下波８４１（番地未確定）,0,49.7,1月9日2014年,2014年10月,-,-,外部積立て,-,2034年8月
A790622E25,ＨＹＢＲＩＤ株式会社,代表取締役　田中　稔明,犬上郡甲良町尼子２０１３番地の４,0749-38-4065,太陽光,500.0,滋賀県東近江市蒲生寺町字山端１０９６－１,0,574.5,1月9日2014年,2015年3月,-,-,外部積立て,-,2035年1月
A790623E25,春木　智,,,,太陽光,49.4,滋賀県東近江市蒲生寺町１０９６－１,0,52.6,1月9日2014年,2015年8月,-,-,外部積立て,-,2035年7月
A790705E25,長束　時男,,,,太陽光,20.9,滋賀県草津市長束町２９５,0,22.0,1月9日2014年,2014年5月,-,-,外部積立て,-,2034年3月
A790719E25,株式会社メディカル・サプライ・センター,相馬　和子,京都市中京区二条通堀川東入矢幡町３０６番地　デ・リードヴィンテージ二條城前４０３号,075-751-6370,太陽光,20.4,滋賀県蒲生郡日野町大字松尾字佃９８８－１,0,20.4,1月9日2014年,2014年3月,-,-,外部積立て,-,2034年1月
A790725E25,株式会社メディカル・サプライ・センター,相馬　和子,京都市中京区二条通堀川東入矢幡町３０６番地　デ・リードヴィンテージ二條城４０３号,075-751-6370,太陽光,23.9,滋賀県蒲生郡日野町大字松尾字佃９８８－１,0,25.0,1月9日2014年,2015年2月,-,-,外部積立て,-,2034年12月
A790741E25,高木　俊明,,,,太陽光,23.4,滋賀県野洲市冨波字町ノ裏１０７９－１,0,23.6,1月9日2014年,2015年2月,-,-,外部積立て,-,2034年12月
A790756E25,戸島　章裕,,,,太陽光,29.6,滋賀県彦根市宇尾町字登り橋８９７－２,0,29.6,1月9日2014年,2014年6月,-,-,外部積立て,-,2034年4月
A791237E25,有限会社フクハラファーム,福原　昭一,彦根市薩摩町３３９－３,,太陽光,39.6,滋賀県彦根市薩摩町３３９－３,0,46.9,1月14日2014年,2014年5月,-,-,外部積立て,-,2034年3月
A791238E25,有限会社フクハラファーム,福原　昭一,彦根市薩摩町３３９－３,,太陽光,49.5,滋賀県彦根市薩摩町３４２,0,69.0,1月14日2014年,2014年6月,-,-,外部積立て,-,2034年4月
A791281E25,株式会社山崎不動産,山崎　孝雄,甲賀市水口町暁４番４６号,0748-62-0136,太陽光,49.7,滋賀県甲賀市土山町大野字千代２７１９,1,49.7,1月14日2014年,2014年7月,-,-,外部積立て,-,2034年6月
A791290E25,城東興産株式会社,嘉数田　真希,滋賀県甲賀市水口町新城４－１８,0748-62-3835,太陽光,24.7,滋賀県甲賀市水口町貴生川字大堰３９２,0,24.7,1月14日2014年,2016年5月,-,-,外部積立て,-,2036年3月
A791910E25,深尾　幸一,,,,太陽光,48.7,滋賀県近江八幡市安土町小中２２９－１,0,48.7,1月15日2014年,2014年9月,-,-,外部積立て,-,2034年7月
A792116E25,堤　泰弘,,,,太陽光,49.5,滋賀県東近江市上二俣町１８３３,0,59.0,1月15日2014年,2014年7月,-,-,外部積立て,-,2034年5月
A792143E25,合同会社ロッコ,大島　孝美,滋賀県蒲生郡日野町村井３－１２,0748-52-1640,太陽光,49.5,滋賀県蒲生郡日野町鳥居平７８７,0,69.3,1月15日2014年,2016年6月,-,-,外部積立て,-,2036年5月
A792145E25,合同会社ロッコ,大島　孝美,滋賀県蒲生郡日野町村井３－１２,0748-52-1640,太陽光,49.5,滋賀県蒲生郡日野町鳥居平７８７,0,69.3,1月15日2014年,2016年6月,-,-,外部積立て,-,2036年5月
A792147E25,合同会社ロッコ,大島　孝美,滋賀県蒲生郡日野町村井３－１２,0748-52-1640,太陽光,49.5,滋賀県蒲生郡日野町鳥居平７９８,0,69.3,1月15日2014年,2016年6月,-,-,外部積立て,-,2036年5月
A792148E25,合同会社ロッコ,大島　孝美,滋賀県蒲生郡日野町村井３－１２,0748-52-1640,太陽光,49.5,滋賀県蒲生郡日野町鳥居平７９８,0,69.3,1月15日2014年,2016年6月,-,-,外部積立て,-,2036年5月
A792247E25,木村　充宏,,,,太陽光,22.0,滋賀県甲賀市甲南町新治１２９６,0,22.0,1月15日2014年,2014年4月,-,-,外部積立て,-,2034年3月
A792300E25,梶　守宏,,,,太陽光,47.7,滋賀県大津市南船路１０９５－１－１,2,49.9,1月15日2014年,2014年7月,-,-,外部積立て,-,2034年5月
A792407E25,井元　健一,,,,太陽光,22.0,滋賀県甲賀市甲賀町相模６８２,0,22.0,1月15日2014年,2014年6月,-,-,外部積立て,-,2034年5月
A792538E25,スターデンホーム株式会社,蓮池　道誠,彦根市大藪町２０１６番地,0749-27-0272,太陽光,44.0,滋賀県愛知郡愛荘町愛知川字野神５３２－１,0,50.8,1月15日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A792557E25,スターデンホーム株式会社,蓮池　道誠,彦根市大藪町２０１６番地,0749-27-0272,太陽光,38.5,滋賀県愛知郡愛荘町愛知川字野神５３２－１,0,44.5,1月15日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A792561E25,吉田電工株式会社,吉田　正和,滋賀県甲賀市甲南町野尻６５５,0748-86-2224,太陽光,49.5,滋賀県甲賀市甲南町新治２０２０,0,51.0,1月15日2014年,2021年11月,-,-,外部積立て,-,2041年9月
A792575E25,松田　隆,,,,太陽光,47.9,滋賀県大津市一里山１－字往還浦１２９７－２（番地未確定）,0,47.9,1月15日2014年,2014年11月,-,-,外部積立て,-,2034年9月
A792600E25,二階堂　邦夫,,,,太陽光,29.2,滋賀県東近江市平松町８８８,0,29.2,1月15日2014年,2014年4月,-,-,外部積立て,-,2034年3月
A792613E25,井原　啓子,,,,太陽光,48.9,滋賀県甲賀市甲賀町神１６１６,0,59.2,1月15日2014年,2014年6月,-,-,外部積立て,-,2034年4月
A792616E25,株式会社　大津二橋商店,二橋　昭夫,大津市丸の内町８番３３号,077-525-2511,太陽光,40.0,滋賀県東近江市札の辻２－字奥山１２２５－１,0,44.3,1月15日2014年,2014年4月,-,-,外部積立て,-,2034年3月
A792617E25,株式会社　大津二橋商店,二橋　昭夫,大津市丸の内町８番３３号,077-525-2511,太陽光,40.0,滋賀県東近江市札の辻２－字奥山１２２５－９,0,43.8,1月15日2014年,2014年4月,-,-,外部積立て,-,2034年3月
A792619E25,服部　喜由,,,,太陽光,31.1,滋賀県大津市桜野町１－２０－１９,0,31.1,1月15日2014年,2015年6月,-,-,外部積立て,-,2035年4月
A792628E25,小杉　栄二,,,,太陽光,47.2,滋賀県近江八幡市安土町東老蘇１１４０－１,0,59.1,1月15日2014年,2016年8月,-,-,外部積立て,-,2036年6月
